Passenger 1 Id,Passenger 2 Id,Number of Flights Together
2458,494,4
6703,8209,4
6745,8289,4
1940,6707,4
5695,9091,4
6805,9026,4
5819,6100,4
1789,5911,4
4200,7034,4
833,8782,4
9342,9353,4
8135,8213,4
2526,3734,4
9441,9473,4
9613,9684,4
9613,9624,4
8562,9229,4
6050,8518,4
2150,5109,4
5789,8093,4
5383,9660,4
4270,9684,4
9786,9999,4
4611,866,4
10202,10212,4
2755,6831,4
6769,7403,4
5799,8588,4
16,8084,4
2642,9859,4
211,7605,4
10358,9030,4
10313,8411,4
10428,10485,4
10417,10431,4
10425,10470,4
10406,10447,4
6263,8014,4
5876,6447,4
3020,9381,4
2123,8509,4
6447,9069,4
3049,3436,4
10741,10795,4
10710,10760,4
10701,10710,4
10719,10728,4
10805,10806,4
10832,10899,4
4279,6054,4
10196,3873,4
11119,11130,4
11118,11176,4
11111,11145,4
11131,11175,4
11120,11178,4
3616,9621,4
10779,2231,4
11353,11355,4
365,4816,4
10440,5207,4
10463,11035,4
10661,1475,4
11272,4130,4
4650,6468,4
11637,11675,4
7671,8040,4
11251,2476,4
4348,7448,4
5299,9770,4
8511,8919,4
1106,2346,4
10597,11522,4
11885,8260,4
2588,7094,4
9282,9380,4
1254,7162,4
1843,4348,4
2479,2532,4
4823,7809,4
5696,6548,4
400,8424,4
1041,888,4
6024,7579,4
7677,7809,4
10023,400,4
2174,4121,4
4188,4269,4
2117,7706,4
3919,9305,4
1987,3409,4
11408,2851,4
11176,6093,4
10394,11201,4
4713,6286,4
6317,7910,4
4170,8867,4
11126,8121,4
2702,7859,4
1521,2825,4
1631,6807,4
10716,7844,4
2437,3551,4
3315,4721,4
4675,9331,4
1020,6184,4
11057,9685,4
490,6701,4
12318,12376,4
12323,12355,4
10009,7236,4
2275,4735,4
2702,7505,4
10728,6575,4
10270,4993,4
2049,6032,4
1431,8501,4
2790,5560,4
258,8222,4
1783,9062,4
3178,6743,4
1021,3065,4
10523,9973,4
11782,8007,4
11224,707,4
11114,420,4
10683,6369,4
10378,12130,4
11243,6084,4
12559,9094,4
4917,9252,4
10552,6805,4
11308,6678,4
1327,3665,4
1911,9691,4
4478,7036,4
139,7036,4
12204,5374,4
1289,1418,4
3071,517,4
8371,9523,4
2223,6515,4
1537,3369,4
1863,2767,4
11544,7509,4
11529,2258,4
3524,6905,4
12555,9725,4
13105,13107,4
12813,3901,4
10605,8383,4
11341,798,4
13471,13487,4
13614,13648,4
13605,13657,4
3226,9148,4
11509,2662,4
11041,2662,4
7657,8754,4
3524,9046,4
4124,6010,4
3575,6261,4
1521,9904,4
11530,4827,4
10066,8967,4
1004,721,4
3926,8590,4
1008,10991,4
12553,3875,4
12570,8132,4
7209,7508,4
1064,7995,4
2274,6626,4
13477,9228,4
13602,5990,4
10507,12286,4
1723,3078,4
5661,637,4
13259,13583,4
12119,4021,4
14051,14087,4
13549,7080,4
11099,11198,4
4136,6526,4
6981,8400,4
5012,5380,4
11571,7085,4
13221,9043,4
11211,712,4
3319,7661,4
3897,7661,4
2964,3897,4
3777,6041,4
4335,9781,4
13564,9101,4
4740,9277,4
12311,7530,4
11162,5842,4
14325,14374,4
2761,6399,4
11290,9890,4
14071,1460,4
14629,14659,4
14747,14757,4
14714,14754,4
14778,14782,4
14752,14778,4
15115,15176,4
101,119,4
682,692,4
1025,354,4
1092,1290,4
1836,1855,4
1927,1972,4
2179,2190,4
2425,2436,4
173,72,4
45,86,4
420,468,4
513,524,4
867,889,4
806,891,4
905,967,4
1043,324,4
1053,309,4
1454,1493,4
1423,1443,4
1029,733,4
1026,786,4
1035,755,4
395,751,4
1295,325,4
1914,1957,4
1911,1971,4
2130,2169,4
2237,2274,4
2250,2275,4
2203,2286,4
2436,2450,4
3137,3186,4
230,3145,4
3141,625,4
3451,3471,4
3411,3440,4
3464,3488,4
1066,1506,4
1269,1561,4
1223,2667,4
3646,3659,4
3608,3650,4
3748,3754,4
3706,3756,4
3806,3831,4
3930,3940,4
4051,4083,4
4029,4059,4
4029,4075,4
4059,4088,4
4002,4075,4
4035,4059,4
4030,4034,4
2186,3159,4
1177,556,4
2573,274,4
1300,1645,4
1693,650,4
2650,317,4
1581,3955,4
1662,2887,4
4204,4215,4
4203,4237,4
2604,2825,4
1394,975,4
1367,2939,4
1305,2944,4
2521,3955,4
4475,4484,4
4474,4488,4
130,3620,4
4560,4582,4
1422,2758,4
199,204,4
1432,1818,4
1074,1464,4
1074,1439,4
4742,4795,4
4746,4783,4
2486,3672,4
1444,4387,4
4834,4877,4
2229,2567,4
211,3565,4
3300,3368,4
2458,977,4
2996,3577,4
1347,2405,4
3571,977,4
4640,4975,4
2943,3041,4
5428,5452,4
5416,5439,4
5423,5496,4
2650,5193,4
4377,940,4
4399,5402,4
1696,5486,4
4083,5463,4
169,4319,4
111,5679,4
4010,732,4
2988,744,4
2644,4379,4
3880,4975,4
3524,470,4
2998,752,4
2651,3912,4
2700,399,4
1545,304,4
5941,5961,4
5902,5935,4
3245,5812,4
1048,2173,4
291,5885,4
5865,652,4
4391,5808,4
6014,6054,4
6065,6070,4
6010,6058,4
6070,6087,4
5726,5944,4
3015,5741,4
5478,6060,4
4740,5171,4
1586,1651,4
6921,6983,4
7424,7437,4
4106,7569,4
1386,348,4
2492,2550,4
7861,7900,4
1219,7373,4
4900,7344,4
4904,5949,4
8383,8390,4
7733,8373,4
235,2453,4
2075,6739,4
117,7822,4
1691,4613,4
4404,7603,4
2267,7853,4
3463,5012,4
5706,6077,4
2734,4990,4
2717,6825,4
6096,6814,4
6096,6848,4
3576,5964,4
6008,6817,4
5744,6077,4
6884,950,4
184,6885,4
2993,6064,4
1884,6827,4
4203,8390,4
2227,5800,4
1012,398,4
3573,5175,4
7872,8216,4
485,8358,4
2440,5551,4
8754,8788,4
8721,8749,4
423,4416,4
8917,8922,4
2747,394,4
2100,3117,4
4126,8078,4
5435,8609,4
5467,8662,4
366,896,4
1701,3115,4
1938,5220,4
9049,9072,4
1632,3180,4
1321,760,4
3975,4398,4
1052,8227,4
5766,8007,4
2939,5668,4
3445,432,4
9303,9347,4
9382,9386,4
2609,6694,4
3405,4384,4
9610,9659,4
9718,9750,4
9768,9774,4
1641,3883,4
6805,905,4
8120,9548,4
2862,9282,4
1598,8556,4
3703,4171,4
135,8072,4
1444,7396,4
9934,9959,4
8788,9095,4
7162,9960,4
1338,3286,4
3503,5490,4
3278,8411,4
1401,9978,4
4449,9640,4
1982,9676,4
4329,9684,4
61,8793,4
6668,8884,4
8884,9682,4
1818,9682,4
2996,6896,4
8949,9924,4
7076,9703,4
10349,6084,4
10443,10489,4
10406,10422,4
10515,10568,4
4468,9481,4
7810,8961,4
4846,5233,4
332,3447,4
10731,10796,4
10726,10778,4
10753,10795,4
10737,10742,4
10770,10776,4
5569,8704,4
10822,10887,4
707,9743,4
11106,11145,4
11108,11142,4
11178,11196,4
11129,11161,4
11127,11161,4
11111,11165,4
11115,11129,4
11121,11135,4
11121,11161,4
11109,11111,4
11102,11191,4
11153,11158,4
5957,75,4
5459,6777,4
11276,3616,4
10712,4820,4
10737,1715,4
8268,9815,4
11330,11337,4
544,6652,4
585,9231,4
5071,7979,4
10536,10697,4
10271,10548,4
1321,6447,4
11716,11730,4
11355,3573,4
11838,11865,4
11412,6154,4
2785,5167,4
11783,9623,4
1693,3681,4
11946,11969,4
1670,6987,4
3851,7098,4
400,4269,4
10023,4689,4
3432,4188,4
10048,8363,4
11939,2423,4
12004,12062,4
2138,2514,4
5162,7950,4
10085,7902,4
10819,8519,4
10900,1321,4
6036,9629,4
2575,4294,4
10022,637,4
637,7881,4
10089,637,4
3867,9955,4
5692,8947,4
11939,8579,4
11939,7507,4
2196,4235,4
2068,9049,4
11871,3361,4
218,2765,4
10796,6165,4
10719,8030,4
7560,8030,4
6787,9930,4
10731,9930,4
10479,7590,4
10166,8003,4
1673,6114,4
10460,9395,4
4675,9369,4
4917,7902,4
628,9359,4
3935,6701,4
10842,3119,4
1879,4868,4
6409,6954,4
12411,12493,4
6080,7243,4
1004,10227,4
10758,4784,4
12302,1429,4
12371,5803,4
3798,9548,4
3230,9701,4
368,8286,4
1030,9906,4
11214,8042,4
11926,8003,4
11378,8988,4
1872,1972,4
1021,12371,4
6394,7477,4
11274,707,4
1499,9712,4
10089,6924,4
7924,8736,4
10484,7770,4
5046,6066,4
10512,1911,4
10525,11239,4
12014,7720,4
3546,4285,4
2171,7832,4
12850,12886,4
2545,7123,4
8944,9596,4
11262,5120,4
9791,9922,4
4543,9980,4
12810,2767,4
1340,8961,4
11018,1340,4
13541,13549,4
13643,13644,4
2256,3012,4
10093,4400,4
5710,683,4
12273,5575,4
4475,8375,4
10776,4086,4
13560,9472,4
13277,2565,4
10689,281,4
13414,7547,4
10034,7773,4
8267,9438,4
9471,9846,4
1883,5922,4
741,9653,4
12540,3663,4
12539,1772,4
11379,12540,4
12189,9369,4
12189,4810,4
10627,13276,4
9445,998,4
6809,9956,4
14009,14075,4
2468,5380,4
12771,6060,4
4603,7321,4
13896,6271,4
13240,4989,4
10795,3880,4
2385,8837,4
13045,8642,4
170,7502,4
3880,7118,4
3319,7099,4
42,5754,4
2106,6323,4
13394,4023,4
3938,9781,4
4191,6041,4
1597,4335,4
4740,9059,4
1452,8777,4
1452,5231,4
13950,3910,4
1779,8434,4
10262,4786,4
512,5278,4
14659,14680,4
14661,14684,4
14747,14780,4
14756,14776,4
14719,14730,4
8763,9265,4
242,275,4
367,385,4
521,584,4
510,521,4
690,696,4
638,665,4
844,849,4
1311,1369,4
1082,1248,4
308,750,4
376,774,4
355,764,4
1946,1999,4
2172,2194,4
2202,2250,4
2426,2465,4
134,165,4
217,239,4
525,586,4
553,578,4
624,698,4
925,952,4
1119,1146,4
1201,1214,4
1074,1263,4
1442,1479,4
1057,701,4
1053,709,4
1656,1674,4
1666,1670,4
1956,1960,4
1917,1988,4
2048,2094,4
2162,2165,4
2224,2227,4
2418,2457,4
2411,2470,4
2409,2489,4
2742,2792,4
3021,3039,4
3260,3294,4
3137,607,4
3405,3447,4
3408,3472,4
3508,3525,4
3444,763,4
3777,3784,4
3770,3776,4
3811,3860,4
4019,4040,4
4016,4020,4
1156,2712,4
1458,1828,4
1878,2709,4
2862,459,4
4208,4239,4
696,739,4
4346,4388,4
1008,970,4
1370,913,4
2225,3560,4
2221,3510,4
2212,3563,4
4423,4459,4
2315,3639,4
130,3698,4
4092,4340,4
477,64,4
1085,1362,4
1903,288,4
1976,4400,4
4769,4786,4
3554,3648,4
2221,3654,4
2212,2405,4
2255,2932,4
3818,5307,4
5458,5478,4
5401,5484,4
5414,5467,4
5406,5484,4
5409,5419,4
1413,5314,4
4610,5069,4
4040,993,4
5606,5613,4
5647,5690,4
2477,3343,4
3205,5156,4
4245,5048,4
5718,5764,4
5762,5763,4
5782,5796,4
5737,5767,4
5740,5775,4
1930,5867,4
1545,1649,4
3645,3707,4
132,419,4
1255,1502,4
5913,5961,4
5972,5992,4
5935,5937,4
5903,5916,4
3288,5842,4
6044,6088,4
6083,6088,4
6105,6132,4
2697,4487,4
1070,2709,4
2294,6070,4
1214,1701,4
4150,507,4
6475,6486,4
6451,6460,4
3920,5460,4
2560,3861,4
3998,5434,4
1651,2544,4
1598,3861,4
3492,3937,4
4593,5422,4
4632,5420,4
6710,6735,4
4551,4967,4
1476,4988,4
1662,2403,4
7213,7273,4
7437,7485,4
5711,86,4
3102,494,4
2492,5866,4
1311,5956,4
7778,7793,4
7851,7861,4
2260,5370,4
1020,1818,4
1605,5308,4
2645,5912,4
2645,5946,4
8116,8165,4
8180,8196,4
4900,8386,4
1244,2527,4
4880,7557,4
2591,3191,4
7110,876,4
6531,7543,4
4373,4412,4
4373,6866,4
6064,6885,4
6001,6469,4
438,6858,4
4674,6008,4
6069,6880,4
5500,6880,4
3576,6880,4
4607,5744,4
6017,6824,4
5720,6827,4
1865,6889,4
2759,5966,4
398,6908,4
8609,8662,4
4072,8297,4
8353,975,4
1352,5760,4
1432,3330,4
8934,8969,4
8904,8987,4
8950,8968,4
8950,8993,4
6931,7111,4
2285,7433,4
7716,8983,4
1779,5084,4
3569,8286,4
8078,8127,4
1833,4492,4
1701,5220,4
3931,4765,4
4795,7694,4
6396,7074,4
9042,9077,4
4711,5740,4
534,7666,4
3293,7581,4
2392,763,4
2392,815,4
1143,8121,4
4398,6968,4
6796,7602,4
5566,7039,4
4395,6773,4
6100,6810,4
4142,6968,4
4742,7136,4
9623,9628,4
5518,7246,4
5027,5740,4
1454,7321,4
9918,9927,4
3021,9598,4
1635,4627,4
441,5787,4
9532,9987,4
300,5683,4
5683,9649,4
5383,9693,4
7131,9601,4
10000,9738,4
437,4611,4
6338,9987,4
9255,9997,4
7898,8884,4
1190,7696,4
4171,9955,4
10315,7605,4
10377,6441,4
10346,4850,4
10410,10464,4
10425,10492,4
10425,10486,4
5249,9430,4
3442,8273,4
2387,8398,4
2387,9002,4
2857,5876,4
9069,9101,4
4283,5668,4
3741,7799,4
10573,9151,4
1352,8171,4
4541,855,4
1437,2856,4
8720,9014,4
10716,10798,4
10706,10753,4
10770,10786,4
10719,10771,4
10744,10767,4
10764,10788,4
10751,10799,4
10772,10778,4
1533,7612,4
3858,8722,4
10814,10841,4
10819,10843,4
10963,10972,4
11108,11198,4
11141,11180,4
11160,11191,4
11145,11191,4
11122,11196,4
11121,11187,4
11157,11164,4
11136,11190,4
10252,4226,4
1831,5459,4
3616,9761,4
10731,1715,4
10798,8729,4
10762,8260,4
10799,2024,4
11309,11368,4
11331,11353,4
11404,11473,4
11011,7026,4
10925,11054,4
544,9840,4
3078,5260,4
11521,11546,4
11534,11561,4
620,932,4
1191,7511,4
11250,8678,4
11756,11773,4
3343,3502,4
3343,4565,4
141,2000,4
10762,8268,4
11863,6166,4
2588,4110,4
8290,9282,4
1254,8299,4
2571,9072,4
10017,5530,4
10016,8424,4
10016,5696,4
400,4318,4
10023,8424,4
10023,7098,4
371,7098,4
4318,8912,4
10037,4269,4
11923,5416,4
2138,3581,4
11201,4010,4
5770,8084,4
11276,3299,4
11290,11388,4
1942,8397,4
637,9389,4
12163,12165,4
10767,9951,4
11871,382,4
218,5616,4
10796,11855,4
10714,11898,4
4451,8163,4
2476,8330,4
1911,9561,4
12105,7319,4
10123,5287,4
2062,6208,4
11057,11796,4
10592,3846,4
12369,12387,4
3316,9712,4
11896,12204,4
11472,8137,4
2398,9508,4
6591,8541,4
1096,9615,4
10749,1096,4
1253,9461,4
5438,767,4
3542,3997,4
11243,6136,4
6136,9992,4
11315,12057,4
11324,7463,4
12144,7862,4
12533,12557,4
391,953,4
3977,4872,4
11844,3823,4
2684,7845,4
12298,9600,4
525,8672,4
13045,13076,4
12083,8007,4
12641,6385,4
3524,9480,4
13605,2274,4
10960,2076,4
12159,6104,4
1829,3615,4
1753,2685,4
7508,7853,4
13638,726,4
10023,10908,4
14074,14077,4
14055,14070,4
8025,9035,4
1101,6864,4
10447,2844,4
11676,11872,4
4191,7727,4
12578,6041,4
5201,7099,4
8434,9059,4
2426,7624,4
10165,2927,4
2099,6575,4
2927,6575,4
2927,5842,4
132,6733,4
8763,9994,4
2485,6056,4
14769,14778,4
14769,14795,4
14782,14796,4
15160,15173,4
15115,15193,4
239,284,4
235,273,4
510,542,4
1026,315,4
1001,352,4
1229,369,4
1951,1993,4
1951,1992,4
2111,2120,4
2136,2148,4
2282,2290,4
2390,72,4
112,173,4
210,243,4
514,555,4
812,850,4
1149,1173,4
1265,1283,4
382,719,4
1043,750,4
1031,766,4
2130,2131,4
2119,2142,4
2418,2481,4
2425,2492,4
2426,2476,4
2605,2621,4
3020,3041,4
1662,431,4
3475,3476,4
1228,1506,4
3524,3582,4
3438,733,4
3911,3968,4
3908,3916,4
3906,3980,4
3949,3988,4
4037,4044,4
4063,4083,4
4007,4078,4
2510,255,4
275,490,4
274,490,4
314,3955,4
1273,3087,4
3015,64,4
2869,64,4
3039,416,4
4201,4248,4
255,331,4
3754,833,4
4415,4429,4
2334,3671,4
386,751,4
2504,627,4
4674,4695,4
1422,2789,4
1422,1844,4
2524,4650,4
1659,4632,4
1957,3346,4
1598,2244,4
1632,595,4
2378,3570,4
2221,2977,4
2221,2924,4
2273,2405,4
2437,941,4
2437,3536,4
2901,3639,4
2400,989,4
3412,750,4
5122,731,4
5495,5500,4
5408,5414,4
5414,5416,4
5406,5419,4
1673,2592,4
1476,5042,4
4032,940,4
5667,5686,4
1186,732,4
5726,5741,4
5735,5751,4
5743,5788,4
5712,5715,4
5733,5740,4
1892,3349,4
3412,4648,4
4665,4933,4
3584,4983,4
2488,3493,4
2635,338,4
2909,399,4
1528,2635,4
5905,5963,4
5917,5942,4
5946,5972,4
2111,4076,4
6065,6086,4
6012,6058,4
4715,92,4
6409,6453,4
1617,3937,4
1586,2509,4
1586,391,4
2544,6092,4
1548,4609,4
1572,3404,4
4346,6004,4
2471,6163,4
6810,6823,4
4292,5356,4
6908,6937,4
7149,7186,4
7201,7204,4
7201,7246,4
5701,939,4
7727,7776,4
7757,7767,4
1250,5989,4
4458,7291,4
2260,5885,4
4424,5812,4
2507,4559,4
223,6112,4
229,5580,4
1382,7740,4
2272,3928,4
2272,5204,4
1025,281,4
3084,5018,4
2143,4278,4
4221,4536,4
4263,627,4
6326,7029,4
2560,4944,4
5993,6839,4
5798,6885,4
6016,6825,4
1817,6858,4
5977,6889,4
4674,959,4
5500,6008,4
2993,6897,4
5481,6836,4
4481,6880,4
4412,5761,4
2528,7538,4
1797,6159,4
7306,8390,4
5012,6950,4
3642,5477,4
4294,7741,4
6860,7833,4
3919,7098,4
1544,8167,4
1677,4497,4
7629,8190,4
5442,901,4
1230,1635,4
1432,8132,4
8957,8986,4
8983,8987,4
3295,8019,4
1182,7601,4
1701,7694,4
6372,8288,4
9057,9066,4
9009,9069,4
9052,9077,4
1042,1735,4
1406,3753,4
3801,4255,4
5867,8577,4
7796,8733,4
9204,9253,4
9230,9293,4
1789,5490,4
249,4200,4
1343,4121,4
4178,4483,4
9613,9665,4
9658,9692,4
9628,9683,4
9659,9690,4
9618,9630,4
2433,478,4
3867,6202,4
4389,9342,4
9838,9887,4
9879,9898,4
7396,8893,4
10019,10040,4
2504,9568,4
2150,4031,4
1733,2030,4
4076,9619,4
8824,9642,4
4933,9624,4
1982,9602,4
5572,622,4
5518,9766,4
7162,9704,4
1067,23,4
1526,82,4
4391,7560,4
1818,6668,4
3275,5560,4
2201,8614,4
2201,6289,4
2201,6453,4
10093,369,4
10431,10445,4
10457,10468,4
10432,10493,4
10469,10498,4
3483,9166,4
10334,813,4
1389,4249,4
6707,7799,4
4249,7799,4
10373,1078,4
10502,10597,4
10520,10591,4
10639,10674,4
10661,10663,4
4468,9815,4
10513,1916,4
8234,9212,4
3589,8234,4
10774,10798,4
4454,9707,4
1089,2713,4
11124,11163,4
11108,11109,4
11131,11161,4
11122,11151,4
11139,11157,4
11189,11191,4
11157,11158,4
11239,11292,4
11271,5459,4
288,9621,4
3958,9761,4
10776,3618,4
10716,3618,4
10762,9645,4
10937,11049,4
10267,9758,4
4778,5941,4
3245,4130,4
4130,4453,4
11516,11580,4
11272,993,4
11060,9405,4
2212,9818,4
3645,4903,4
2706,6815,4
6604,9473,4
4732,7138,4
1089,11742,4
6116,795,4
10899,3367,4
1064,1138,4
10083,6024,4
1670,7706,4
210,5016,4
10023,7677,4
2174,6024,4
2503,7679,4
4188,4823,4
5292,664,4
7068,9620,4
11201,4789,4
628,7910,4
6286,7191,4
10497,258,4
7373,8877,4
11400,9389,4
8927,939,4
1609,5215,4
11275,11407,4
1464,7737,4
11987,6541,4
11898,8406,4
2000,7682,4
3361,7560,4
10234,8406,4
10714,4070,4
10719,2000,4
7560,8851,4
382,5096,4
2062,6471,4
10328,2062,4
4827,5653,4
2859,7520,4
11719,9629,4
12243,9294,4
11599,7192,4
1845,4529,4
1016,8505,4
3873,6030,4
10731,3660,4
1041,5375,4
11037,1687,4
5204,5643,4
3065,8821,4
11827,7767,4
11534,7463,4
11662,7507,4
10526,2964,4
4513,5538,4
11308,2259,4
10767,12508,4
10847,5955,4
1470,1911,4
2258,6056,4
5002,5775,4
1184,4811,4
4827,859,4
4917,9600,4
4791,796,4
10786,761,4
375,6899,4
375,8529,4
3524,8329,4
10512,12301,4
4502,9858,4
13407,9816,4
13620,13623,4
4670,8359,4
1689,5963,4
4247,9242,4
12301,9242,4
11041,7903,4
6255,927,4
4410,9505,4
13258,13552,4
13960,13978,4
11834,13714,4
7347,7462,4
9363,9438,4
10329,10496,4
1064,12516,4
10767,11527,4
13614,5757,4
12617,13232,4
13471,9805,4
10573,12286,4
1451,8258,4
281,8353,4
1482,9381,4
14021,14023,4
10175,3382,4
11186,1826,4
1723,7710,4
1626,2713,4
461,5684,4
13862,8206,4
10605,7099,4
10605,7661,4
10808,8102,4
1826,4391,4
10314,5237,4
1977,4370,4
13045,6060,4
2994,9540,4
10205,3897,4
10244,8057,4
10205,4973,4
7099,8763,4
14714,14776,4
14756,14763,4
15126,15180,4
37,76,4
269,296,4
347,375,4
841,879,4
1072,381,4
1013,330,4
1031,330,4
1327,1372,4
1333,1359,4
1303,1362,4
368,792,4
364,791,4
360,740,4
362,716,4
1938,1989,4
2176,2198,4
2160,2187,4
2162,2188,4
2429,2496,4
190,2026,4
2068,2323,4
735,776,4
832,862,4
1055,1088,4
1012,1089,4
1236,1247,4
1056,792,4
1021,758,4
376,731,4
1632,1684,4
1913,1937,4
1903,1969,4
2140,2165,4
2107,2148,4
2237,2253,4
2202,2216,4
2203,2211,4
2249,2264,4
2452,2500,4
2403,2491,4
2413,2469,4
2434,2486,4
2453,2468,4
2527,2538,4
2635,2691,4
3174,3195,4
3112,3186,4
234,3178,4
3463,3490,4
3438,3477,4
3410,3498,4
1594,2627,4
1569,2697,4
3512,3515,4
1013,3439,4
3490,368,4
3453,759,4
3729,3775,4
3901,3913,4
3907,3979,4
4009,4060,4
215,2600,4
2539,274,4
2567,650,4
1693,2539,4
1668,3173,4
1506,3904,4
2244,3524,4
247,3410,4
292,751,4
2514,606,4
4360,4363,4
4362,4373,4
2255,3589,4
4401,4465,4
4454,4472,4
4418,4473,4
3802,4534,4
4645,4695,4
4667,4670,4
1844,2783,4
1465,1818,4
2717,2857,4
1484,204,4
2743,905,4
1197,1703,4
1791,4113,4
3317,4031,4
2026,2446,4
3638,50,4
2465,3677,4
2465,3653,4
173,3677,4
1367,4387,4
1514,3902,4
5010,5079,4
3525,3668,4
3535,53,4
5336,5351,4
2236,2334,4
1384,2236,4
126,1330,4
2295,755,4
405,5325,4
5436,5440,4
5468,5483,4
5416,5436,4
5467,5490,4
5414,5483,4
5496,915,4
2435,3343,4
1771,2754,4
1722,4208,4
4245,4522,4
5771,5796,4
5730,5732,4
5705,5717,4
5819,5876,4
2229,2523,4
4690,4904,4
4431,4690,4
5191,5881,4
3264,5858,4
3587,3919,4
2623,867,4
5904,5985,4
5972,5982,4
6045,6053,4
6001,6033,4
2511,4690,4
3920,4542,4
1046,5434,4
1046,4609,4
2544,6004,4
4593,4903,4
4646,6004,4
6808,6831,4
4295,5055,4
4178,5084,4
1444,1819,4
1617,4641,4
2848,4430,4
4552,5053,4
6985,6994,4
6931,6956,4
7028,7043,4
5002,6613,4
7410,7486,4
7424,7450,4
2725,5944,4
2644,2949,4
2101,2905,4
3931,7663,4
1252,3676,4
7837,7894,4
3668,5885,4
2075,4217,4
3226,4248,4
2909,8326,4
366,7770,4
1155,6125,4
2075,6748,4
8561,8581,4
1715,222,4
2088,2101,4
3311,846,4
674,772,4
7882,8307,4
3695,6962,4
5978,6937,4
6896,959,4
6016,6469,4
5724,6855,4
477,6075,4
5761,6016,4
3576,6858,4
184,6001,4
2773,6864,4
4942,6809,4
5491,6844,4
2759,6469,4
1884,5977,4
7392,7796,4
3764,6972,4
3503,8297,4
3590,6097,4
3278,4072,4
606,7662,4
3735,3950,4
8914,8968,4
2802,468,4
6503,6951,4
4870,5589,4
3140,4255,4
3140,5404,4
1075,1368,4
2644,6720,4
3937,814,4
4981,5286,4
1173,4492,4
1128,5212,4
1468,3785,4
6882,8255,4
1892,8782,4
6745,7685,4
4249,7039,4
2857,6745,4
5566,6745,4
9215,9228,4
1569,6100,4
1250,5414,4
1789,8007,4
340,7612,4
3466,5515,4
3302,6904,4
615,6575,4
394,9019,4
9304,9350,4
3409,8280,4
5138,7111,4
9434,9443,4
9611,9676,4
9642,9683,4
9618,9656,4
4109,6929,4
8598,9201,4
2134,5515,4
2254,8862,4
2472,9028,4
415,8826,4
3820,9950,4
7662,8037,4
8609,9548,4
3439,9679,4
4449,9602,4
4553,9602,4
3172,9769,4
10107,10179,4
4451,9682,4
2204,3788,4
10306,10310,4
10338,10389,4
1641,3590,4
281,8363,4
10394,211,4
10412,10452,4
10428,10470,4
10402,10428,4
10438,10481,4
10456,10476,4
10464,10465,4
10406,10459,4
2563,4449,4
9454,9895,4
10315,6100,4
10534,10565,4
4441,9834,4
262,5612,4
3990,5253,4
2983,4743,4
2773,5905,4
5905,8171,4
315,3627,4
10767,10779,4
1561,5932,4
2611,2732,4
7118,7286,4
11106,11158,4
11101,11120,4
11190,11198,4
11103,11193,4
11158,11191,4
11115,11194,4
11137,11141,4
11187,11188,4
11187,11190,4
11109,11115,4
11109,11188,4
11120,11189,4
11114,11200,4
11157,11191,4
8229,8826,4
8502,8977,4
10796,3618,4
10271,9777,4
10271,8714,4
5734,7349,4
1904,7713,4
5377,8687,4
11361,9026,4
3486,3573,4
11802,11896,4
2713,9769,4
10539,11120,4
11003,5167,4
4168,4732,4
2346,7726,4
2392,6689,4
6218,7077,4
10819,9380,4
10016,2479,4
7677,8912,4
371,4010,4
371,8266,4
5031,7579,4
4188,7706,4
2117,5209,4
7579,7677,4
1411,664,4
4147,8907,4
10900,3078,4
10661,3367,4
11472,3029,4
10909,4260,4
11939,8149,4
11817,5277,4
1966,3322,4
258,3660,4
11280,628,4
6208,7191,4
11211,7845,4
6385,9829,4
5447,9712,4
6113,8721,4
10016,10267,4
10083,4200,4
8541,9862,4
12497,7429,4
10691,9281,4
11381,7542,4
11690,360,4
2895,4054,4
374,5217,4
10190,1561,4
12144,2221,4
10261,12144,4
1009,11911,4
2185,9988,4
10089,10526,4
12598,6663,4
4823,6283,4
10780,10847,4
10512,3977,4
10720,11807,4
4478,8315,4
4828,6567,4
6056,7812,4
4285,6438,4
2640,5980,4
4594,7812,4
2313,6807,4
12707,12717,4
12739,12797,4
12739,12772,4
3542,4791,4
3303,9523,4
4930,6737,4
10786,8025,4
4034,4930,4
12323,5605,4
11418,12482,4
10294,11025,4
11676,6749,4
10196,11796,4
1651,4335,4
10365,3465,4
2068,6323,4
1714,7803,4
11528,6535,4
1591,874,4
13640,13642,4
11579,4400,4
12906,6289,4
11416,11605,4
8106,9480,4
11073,12582,4
6485,6807,4
12248,9505,4
1272,9441,4
13948,13957,4
3597,7825,4
11527,741,4
1829,4972,4
12582,7825,4
1753,741,4
10627,13378,4
13203,9601,4
7350,9854,4
3092,6060,4
3206,7710,4
2082,4989,4
14060,6437,4
13204,1591,4
13272,5111,4
13542,199,4
10085,2338,4
7846,8102,4
12476,3488,4
10837,12473,4
3092,8642,4
5101,5754,4
183,9101,4
10244,11572,4
10248,13163,4
4973,9101,4
13159,14288,4
14093,9157,4
363,6056,4
2951,5325,4
14701,14787,4
14701,14739,4
14739,14795,4
14719,14762,4
14744,14759,4
12794,8076,4
5490,7194,4
15135,9445,4
1242,15122,4
15122,1740,4
529,582,4
1084,1089,4
1025,328,4
1021,392,4
1001,792,4
2160,2188,4
2158,2179,4
2137,2154,4
2262,2272,4
2430,2438,4
320,383,4
434,485,4
812,819,4
1007,309,4
1007,315,4
1031,385,4
